index,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
798,CLE,CLE @ BOS,02/11/2018,W,240,121,45,84,53.6,16,30,53.3,15,20,75.0,5,36,41,22,7,6,11,20,22
799,LAL,LAL @ DAL,02/10/2018,L,240,123,46,84,54.8,16,34,47.1,15,22,68.2,9,28,37,29,7,0,17,25,-7
800,DAL,DAL vs. LAL,02/10/2018,W,240,130,48,89,53.9,12,27,44.4,22,27,81.5,10,30,40,32,8,3,11,21,7
801,ORL,ORL vs. MIL,02/10/2018,L,240,104,37,83,44.6,8,30,26.7,22,26,84.6,10,31,41,23,7,3,12,14,-7
802,MIL,MIL @ ORL,02/10/2018,W,240,111,43,82,52.4,9,25,36.0,16,20,80.0,8,33,41,28,7,4,12,16,7
803,NOP,NOP @ BKN,02/10/2018,W,290,138,52,106,49.1,9,24,37.5,25,39,64.1,14,45,59,23,10,10,15,18,10
804,BKN,BKN vs. NOP,02/10/2018,L,290,128,43,114,37.7,21,59,35.6,21,22,95.5,18,42,60,30,10,3,17,30,-10
805,PHX,PHX vs. DEN,02/10/2018,L,240,113,46,84,54.8,7,19,36.8,14,25,56.0,8,28,36,24,7,9,15,24,-10
806,DEN,DEN @ PHX,02/10/2018,W,240,123,45,88,51.1,13,29,44.8,20,22,90.9,6,31,37,20,10,5,14,23,10
807,WAS,WAS @ CHI,02/10/2018,W,240,101,38,82,46.3,13,38,34.2,12,14,85.7,6,35,41,31,8,3,14,17,11
808,CHI,CHI vs. WAS,02/10/2018,L,240,90,34,80,42.5,9,32,28.1,13,16,81.3,9,36,45,23,11,2,16,16,-11
809,GSW,GSW vs. SAS,02/10/2018,W,240,122,48,85,56.5,12,27,44.4,14,15,93.3,11,33,44,35,5,6,16,18,17
810,SAS,SAS @ GSW,02/10/2018,L,240,105,43,94,45.7,5,27,18.5,14,19,73.7,11,23,34,30,8,5,10,13,-17
811,LAC,LAC @ PHI,02/10/2018,L,240,98,38,88,43.2,8,32,25.0,14,23,60.9,11,42,53,20,7,5,17,16,-14
812,PHI,PHI vs. LAC,02/10/2018,W,240,112,43,90,47.8,13,33,39.4,13,17,76.5,6,39,45,32,12,8,12,18,14
813,POR,POR @ SAC,02/09/2018,W,240,118,43,88,48.9,15,35,42.9,17,18,94.4,9,36,45,18,10,4,11,21,18
814,SAC,SAC vs. POR,02/09/2018,L,240,100,38,90,42.2,9,23,39.1,15,21,71.4,12,31,43,25,5,3,12,19,-18
815,UTA,UTA vs. CHA,02/09/2018,W,240,106,41,84,48.8,10,29,34.5,14,17,82.4,7,42,49,29,5,7,14,17,12
816,CHA,CHA @ UTA,02/09/2018,L,240,94,35,85,41.2,9,24,37.5,15,19,78.9,5,28,33,17,8,2,7,18,-12
817,CLE,CLE @ ATL,02/09/2018,W,240,123,46,86,53.5,15,35,42.9,16,24,66.7,6,37,43,31,8,4,9,17,16
818,ATL,ATL vs. CLE,02/09/2018,L,240,107,37,83,44.6,16,44,36.4,17,19,89.5,6,36,42,20,4,4,12,18,-16
819,MIA,MIA vs. MIL,02/09/2018,W,240,91,32,88,36.4,10,26,38.5,17,18,94.4,13,38,51,16,7,7,16,21,6
820,MIL,MIL @ MIA,02/09/2018,L,240,85,32,76,42.1,6,20,30.0,15,17,88.2,2,35,37,18,9,9,18,20,-6
821,DET,DET vs. LAC,02/09/2018,L,240,95,36,88,40.9,10,31,32.3,13,17,76.5,7,33,40,22,5,5,9,16,-13
822,LAC,LAC @ DET,02/09/2018,W,240,108,42,91,46.2,10,30,33.3,14,15,93.3,14,43,57,23,6,3,10,16,13
823,DEN,DEN @ HOU,02/09/2018,L,240,104,42,88,47.7,3,28,10.7,17,21,81.0,7,32,39,25,7,2,10,20,-26
824,HOU,HOU vs. DEN,02/09/2018,W,240,130,43,86,50.0,19,41,46.3,25,34,73.5,11,37,48,26,5,7,12,16,26
825,IND,IND @ BOS,02/09/2018,W,240,97,37,83,44.6,5,20,25.0,18,22,81.8,13,40,53,18,6,5,15,20,6
826,BOS,BOS vs. IND,02/09/2018,L,240,91,34,89,38.2,7,27,25.9,16,20,80.0,12,26,38,16,5,8,10,21,-6
827,MIN,MIN @ CHI,02/09/2018,L,240,113,41,87,47.1,8,22,36.4,23,28,82.1,11,35,46,19,8,4,14,22,-1
828,CHI,CHI vs. MIN,02/09/2018,W,240,114,41,83,49.4,9,26,34.6,23,30,76.7,5,34,39,22,5,4,11,19,1
829,NOP,NOP @ PHI,02/09/2018,L,240,82,33,95,34.7,8,31,25.8,8,16,50.0,8,38,46,17,8,6,12,12,-18
830,PHI,PHI vs. NOP,02/09/2018,W,240,100,39,93,41.9,14,34,41.2,8,9,88.9,8,50,58,26,10,4,16,16,18
831,TOR,TOR vs. NYK,02/08/2018,W,240,113,43,95,45.3,16,43,37.2,11,14,78.6,9,43,52,31,11,5,9,17,25
832,NYK,NYK @ TOR,02/08/2018,L,240,88,33,83,39.8,7,27,25.9,15,18,83.3,5,38,43,19,4,8,16,15,-25
833,WAS,WAS vs. BOS,02/08/2018,L,265,104,38,95,40.0,12,26,46.2,16,20,80.0,17,35,52,28,11,4,22,23,-6
834,BOS,BOS @ WAS,02/08/2018,W,265,110,39,84,46.4,9,26,34.6,23,34,67.6,7,38,45,16,9,6,18,20,6
835,CHA,CHA @ POR,02/08/2018,L,265,103,38,98,38.8,13,33,39.4,14,17,82.4,7,37,44,17,10,3,12,16,-6
836,POR,POR vs. CHA,02/08/2018,W,265,109,41,90,45.6,9,31,29.0,18,22,81.8,9,48,57,18,7,7,17,19,6
837,ATL,ATL @ ORL,02/08/2018,L,240,98,37,87,42.5,12,30,40.0,12,18,66.7,9,37,46,25,4,7,17,23,-2
838,ORL,ORL vs. ATL,02/08/2018,W,240,100,36,84,42.9,9,29,31.0,19,22,86.4,8,28,36,20,10,6,13,22,2
839,LAL,LAL vs. OKC,02/08/2018,W,240,106,42,96,43.8,10,31,32.3,12,13,92.3,13,38,51,28,5,7,8,19,25
840,OKC,OKC @ LAL,02/08/2018,L,240,81,32,90,35.6,8,34,23.5,9,19,47.4,17,33,50,16,6,4,14,11,-25
841,DAL,DAL @ GSW,02/08/2018,L,240,103,40,92,43.5,9,37,24.3,14,17,82.4,9,25,34,19,15,7,12,16,-18
842,GSW,GSW vs. DAL,02/08/2018,W,240,121,45,88,51.1,14,29,48.3,17,20,85.0,18,33,51,37,6,7,16,18,18
843,MEM,MEM vs. UTA,02/07/2018,L,240,88,34,81,42.0,8,23,34.8,12,16,75.0,9,27,36,18,12,5,16,26,-4
844,UTA,UTA @ MEM,02/07/2018,W,240,92,29,69,42.0,6,22,27.3,28,33,84.8,9,34,43,14,6,4,20,16,4
845,MIA,MIA vs. HOU,02/07/2018,L,240,101,39,88,44.3,13,32,40.6,10,12,83.3,15,26,41,23,3,3,13,17,-8
846,HOU,HOU @ MIA,02/07/2018,W,240,109,38,74,51.4,12,31,38.7,21,26,80.8,4,31,35,16,8,6,10,16,8
847,BKN,BKN @ DET,02/07/2018,L,240,106,39,90,43.3,17,51,33.3,11,12,91.7,8,42,50,33,4,6,20,20,-9
848,DET,DET vs. BKN,02/07/2018,W,240,115,44,92,47.8,9,24,37.5,18,25,72.0,8,38,46,20,10,3,7,12,9
849,CLE,CLE vs. MIN,02/07/2018,W,265,140,52,88,59.1,21,41,51.2,15,23,65.2,7,34,41,33,5,1,16,21,2
850,MIN,MIN @ CLE,02/07/2018,L,265,138,54,93,58.1,19,33,57.6,11,12,91.7,4,31,35,33,7,4,12,19,-2
851,PHX,PHX vs. SAS,02/07/2018,L,240,81,33,97,34.0,3,32,9.4,12,18,66.7,11,33,44,15,8,4,11,23,-48
852,SAS,SAS @ PHX,02/07/2018,W,240,129,46,93,49.5,16,32,50.0,21,27,77.8,14,48,62,26,6,6,12,17,48
853,TOR,TOR vs. BOS,02/06/2018,W,240,111,40,80,50.0,17,36,47.2,14,17,82.4,5,35,40,29,10,4,15,18,20
854,BOS,BOS @ TOR,02/06/2018,L,240,91,33,83,39.8,10,23,43.5,15,20,75.0,9,29,38,21,3,3,17,19,-20
855,ATL,ATL vs. MEM,02/06/2018,W,240,108,42,83,50.6,8,25,32.0,16,21,76.2,8,28,36,29,13,5,14,16,26
856,MEM,MEM @ ATL,02/06/2018,L,240,82,34,79,43.0,4,22,18.2,10,13,76.9,9,28,37,23,7,5,27,24,-26
857,CLE,CLE @ ORL,02/06/2018,L,240,98,36,84,42.9,12,37,32.4,14,20,70.0,9,27,36,19,4,4,14,24,-18
858,ORL,ORL vs. CLE,02/06/2018,W,240,116,46,88,52.3,6,22,27.3,18,27,66.7,12,38,50,27,7,8,13,16,18
859,HOU,HOU @ BKN,02/06/2018,W,240,123,45,81,55.6,16,33,48.5,17,21,81.0,8,32,40,16,7,7,11,14,10
860,BKN,BKN vs. HOU,02/06/2018,L,240,113,41,85,48.2,16,35,45.7,15,17,88.2,10,27,37,24,8,2,11,17,-10
861,MIL,MIL @ NYK,02/06/2018,W,240,103,37,82,45.1,8,26,30.8,21,27,77.8,8,35,43,23,11,6,15,17,14
862,NYK,NYK vs. MIL,02/06/2018,L,240,89,37,89,41.6,5,23,21.7,10,15,66.7,11,36,47,20,5,6,20,19,-14
863,PHX,PHX @ LAL,02/06/2018,L,240,93,36,94,38.3,8,29,27.6,13,23,56.5,16,32,48,24,4,4,11,18,-19
864,LAL,LAL vs. PHX,02/06/2018,W,240,112,39,83,47.0,11,26,42.3,23,26,88.5,12,44,56,19,7,7,14,21,19
865,OKC,OKC @ GSW,02/06/2018,W,240,125,44,93,47.3,12,31,38.7,25,33,75.8,10,30,40,17,14,3,13,28,20
866,GSW,GSW vs. OKC,02/06/2018,L,240,105,37,76,48.7,8,28,28.6,23,31,74.2,10,35,45,27,7,8,25,24,-20
867,WAS,WAS @ PHI,02/06/2018,L,240,102,41,93,44.1,7,27,25.9,13,18,72.2,16,23,39,23,14,2,12,18,-13
868,PHI,PHI vs. WAS,02/06/2018,W,240,115,45,82,54.9,14,28,50.0,11,14,78.6,12,33,45,27,9,4,17,14,13
869,UTA,UTA @ NOP,02/05/2018,W,240,133,52,89,58.4,14,21,66.7,15,17,88.2,9,36,45,29,6,5,15,18,24
870,NOP,NOP vs. UTA,02/05/2018,L,240,109,47,93,50.5,8,22,36.4,7,13,53.8,6,24,30,24,10,6,14,15,-24
871,DEN,DEN vs. CHA,02/05/2018,W,240,121,46,81,56.8,18,34,52.9,11,13,84.6,5,36,41,30,10,2,11,15,17
872,CHA,CHA @ DEN,02/05/2018,L,240,104,39,77,50.6,11,26,42.3,15,24,62.5,5,31,36,21,7,1,10,16,-17
873,SAC,SAC vs. CHI,02/05/2018,W,240,104,37,84,44.0,11,32,34.4,19,25,76.0,9,36,45,22,5,5,11,17,6
874,CHI,CHI @ SAC,02/05/2018,L,240,98,32,80,40.0,14,36,38.9,20,24,83.3,9,37,46,20,6,1,12,21,-6
875,IND,IND vs. WAS,02/05/2018,L,240,102,37,80,46.3,12,29,41.4,16,25,64.0,8,27,35,19,6,2,16,18,-9
876,WAS,WAS @ IND,02/05/2018,W,240,111,45,82,54.9,7,25,28.0,14,17,82.4,7,36,43,29,8,1,14,23,9
877,DAL,DAL @ LAC,02/05/2018,L,240,101,33,80,41.3,17,42,40.5,18,20,90.0,7,31,38,22,5,5,20,23,-3
878,LAC,LAC vs. DAL,02/05/2018,W,240,104,42,87,48.3,10,27,37.0,10,12,83.3,5,34,39,28,10,3,13,16,3
879,ORL,ORL @ MIA,02/05/2018,W,240,111,41,84,48.8,13,30,43.3,16,19,84.2,5,34,39,25,8,5,11,26,2
880,MIA,MIA vs. ORL,02/05/2018,L,240,109,40,93,43.0,3,23,13.0,26,35,74.3,17,36,53,21,5,4,12,19,-2
881,POR,POR @ DET,02/05/2018,L,240,91,37,94,39.4,10,33,30.3,7,8,87.5,13,32,45,18,9,5,13,14,-20
882,DET,DET vs. POR,02/05/2018,W,240,111,44,88,50.0,15,30,50.0,8,12,66.7,10,41,51,36,7,4,14,14,20
883,LAL,LAL @ OKC,02/04/2018,W,240,108,42,86,48.8,13,30,43.3,11,18,61.1,8,32,40,24,6,7,19,20,4
884,OKC,OKC vs. LAL,02/04/2018,L,240,104,40,89,44.9,7,25,28.0,17,25,68.0,13,33,46,17,13,6,18,18,-4
885,MEM,MEM @ TOR,02/04/2018,L,240,86,29,81,35.8,8,25,32.0,20,23,87.0,13,32,45,17,7,6,19,23,-15
886,TOR,TOR vs. MEM,02/04/2018,W,240,101,41,89,46.1,6,35,17.1,13,15,86.7,10,34,44,21,13,7,12,20,15
887,BKN,BKN vs. MIL,02/04/2018,L,240,94,37,90,41.1,9,29,31.0,11,14,78.6,11,25,36,25,5,1,9,19,-15
888,MIL,MIL @ BKN,02/04/2018,W,240,109,42,81,51.9,8,19,42.1,17,21,81.0,14,40,54,19,3,7,14,16,15
889,BOS,BOS vs. POR,02/04/2018,W,240,97,35,85,41.2,15,36,41.7,12,17,70.6,9,42,51,24,3,6,11,16,1
890,POR,POR @ BOS,02/04/2018,L,240,96,36,91,39.6,13,31,41.9,11,14,78.6,10,36,46,21,4,9,8,17,-1
891,CHA,CHA @ PHX,02/04/2018,W,240,115,40,96,41.7,10,38,26.3,25,29,86.2,13,30,43,24,12,6,8,17,5
892,PHX,PHX vs. CHA,02/04/2018,L,240,110,41,77,53.2,15,29,51.7,13,13,100.0,2,37,39,24,4,4,19,25,-5
893,ATL,ATL @ NYK,02/04/2018,W,240,99,35,87,40.2,15,33,45.5,14,19,73.7,13,31,44,25,6,3,16,12,3
894,NYK,NYK vs. ATL,02/04/2018,L,240,96,41,94,43.6,5,23,21.7,9,15,60.0,16,32,48,16,10,8,15,16,-3
895,GSW,GSW @ DEN,02/03/2018,L,240,108,43,86,50.0,8,31,25.8,14,23,60.9,11,31,42,28,9,10,14,23,-7
896,DEN,DEN vs. GSW,02/03/2018,W,240,115,39,91,42.9,12,29,41.4,25,29,86.2,16,32,48,28,7,0,16,17,7
897,MIN,MIN vs. NOP,02/03/2018,W,240,118,48,95,50.5,10,21,47.6,12,16,75.0,12,38,50,21,9,3,15,13,11
898,NOP,NOP @ MIN,02/03/2018,L,240,107,42,101,41.6,8,33,24.2,15,17,88.2,18,33,51,23,9,8,13,11,-11
899,DAL,DAL @ SAC,02/03/2018,W,240,106,41,83,49.4,13,41,31.7,11,14,78.6,9,27,36,28,8,0,14,12,7
900,SAC,SAC vs. DAL,02/03/2018,L,240,99,43,82,52.4,8,27,29.6,5,6,83.3,7,25,32,23,11,3,16,21,-7
901,IND,IND vs. PHI,02/03/2018,W,240,100,35,79,44.3,9,27,33.3,21,25,84.0,6,36,42,25,15,8,14,19,8
902,PHI,PHI @ IND,02/03/2018,L,240,92,33,87,37.9,10,32,31.3,16,24,66.7,15,34,49,21,8,2,18,21,-8
903,LAC,LAC vs. CHI,02/03/2018,W,240,113,40,88,45.5,9,25,36.0,24,28,85.7,10,44,54,23,4,5,14,18,10
904,CHI,CHI @ LAC,02/03/2018,L,240,103,35,97,36.1,12,37,32.4,21,21,100.0,13,35,48,22,6,4,12,20,-10
905,MIA,MIA @ DET,02/03/2018,L,240,107,44,91,48.4,14,36,38.9,5,7,71.4,7,26,33,30,13,4,12,14,-4
906,DET,DET vs. MIA,02/03/2018,W,240,111,44,84,52.4,9,26,34.6,14,17,82.4,13,36,49,23,7,5,18,12,4
907,ORL,ORL vs. WAS,02/03/2018,L,240,98,34,77,44.2,10,32,31.3,20,22,90.9,10,25,35,17,12,4,20,15,-17
908,WAS,WAS @ ORL,02/03/2018,W,240,115,46,85,54.1,7,26,26.9,16,18,88.9,12,26,38,35,14,6,15,19,17
909,CLE,CLE vs. HOU,02/03/2018,L,240,88,34,87,39.1,8,30,26.7,12,16,75.0,5,42,47,22,4,3,11,16,-32
910,HOU,HOU @ CLE,02/03/2018,W,240,120,44,93,47.3,19,51,37.3,13,16,81.3,6,47,53,28,6,5,9,19,32
911,SAS,SAS vs. UTA,02/03/2018,L,240,111,44,91,48.4,10,26,38.5,13,18,72.2,11,25,36,25,9,5,12,27,-9
912,UTA,UTA @ SAS,02/03/2018,W,240,120,39,69,56.5,12,23,52.2,30,36,83.3,5,32,37,26,6,5,18,19,9
913,NOP,NOP @ OKC,02/02/2018,W,240,114,46,90,51.1,13,24,54.2,9,13,69.2,5,36,41,30,10,2,16,20,14
914,OKC,OKC vs. NOP,02/02/2018,L,240,100,37,97,38.1,9,36,25.0,17,20,85.0,15,37,52,24,6,5,16,18,-14
915,TOR,TOR vs. POR,02/02/2018,W,240,130,46,99,46.5,19,40,47.5,19,21,90.5,17,25,42,21,5,4,6,23,25
916,POR,POR @ TOR,02/02/2018,L,240,105,37,73,50.7,7,21,33.3,24,33,72.7,4,32,36,20,4,2,11,15,-25
917,IND,IND @ CHA,02/02/2018,L,240,126,44,87,50.6,12,29,41.4,26,28,92.9,7,24,31,21,10,6,11,25,-7
918,CHA,CHA vs. IND,02/02/2018,W,240,133,44,83,53.0,15,33,45.5,30,34,88.2,11,32,43,27,5,2,15,21,7
919,GSW,GSW @ SAC,02/02/2018,W,240,119,44,80,55.0,17,33,51.5,14,16,87.5,7,44,51,25,8,4,25,19,15
920,SAC,SAC vs. GSW,02/02/2018,L,240,104,42,95,44.2,10,25,40.0,10,15,66.7,6,27,33,22,16,3,13,14,-15
921,NYK,NYK @ MIL,02/02/2018,L,240,90,36,89,40.4,5,25,20.0,13,17,76.5,18,39,57,24,7,4,19,21,-2
922,MIL,MIL vs. NYK,02/02/2018,W,240,92,33,76,43.4,7,24,29.2,19,26,73.1,4,32,36,18,10,8,11,21,2
923,BKN,BKN vs. LAL,02/02/2018,L,240,99,37,82,45.1,9,29,31.0,16,23,69.6,5,33,38,20,7,8,12,18,-3
924,LAL,LAL @ BKN,02/02/2018,W,240,102,39,92,42.4,10,26,38.5,14,20,70.0,18,38,56,21,5,6,16,18,3
925,UTA,UTA @ PHX,02/02/2018,W,240,129,51,90,56.7,15,29,51.7,12,17,70.6,9,42,51,30,7,6,11,21,32
926,PHX,PHX vs. UTA,02/02/2018,L,240,97,36,87,41.4,9,33,27.3,16,19,84.2,6,26,32,19,7,5,12,25,-32
927,BOS,BOS vs. ATL,02/02/2018,W,240,119,45,89,50.6,11,24,45.8,18,20,90.0,7,35,42,26,8,3,11,23,9
928,ATL,ATL @ BOS,02/02/2018,L,240,110,34,80,42.5,11,31,35.5,31,34,91.2,4,32,36,21,6,4,12,18,-9
929,PHI,PHI vs. MIA,02/02/2018,W,240,103,42,85,49.4,8,24,33.3,11,15,73.3,9,30,39,28,9,4,10,23,6
930,MIA,MIA @ PHI,02/02/2018,L,240,97,34,87,39.1,12,37,32.4,17,26,65.4,16,33,49,20,3,5,12,16,-6
931,TOR,TOR @ WAS,02/01/2018,L,240,119,44,83,53.0,12,29,41.4,19,24,79.2,8,24,32,20,7,3,18,26,-3
932,WAS,WAS vs. TOR,02/01/2018,W,240,122,44,85,51.8,10,30,33.3,24,26,92.3,12,32,44,30,10,2,16,21,3
933,MIN,MIN vs. MIL,02/01/2018,W,240,108,42,78,53.8,7,19,36.8,17,20,85.0,4,35,39,27,8,7,14,15,19
934,MIL,MIL @ MIN,02/01/2018,L,240,89,32,85,37.6,6,29,20.7,19,25,76.0,15,28,43,19,6,1,15,21,-19
935,DEN,DEN vs. OKC,02/01/2018,W,240,127,50,97,51.5,15,38,39.5,12,17,70.6,9,34,43,32,3,10,11,17,3
936,OKC,OKC @ DEN,02/01/2018,L,240,124,51,98,52.0,9,28,32.1,13,17,76.5,9,31,40,34,5,6,7,18,-3
937,DET,DET vs. MEM,02/01/2018,W,240,104,35,76,46.1,7,25,28.0,27,37,73.0,4,37,41,20,8,4,9,19,2
938,MEM,MEM @ DET,02/01/2018,L,240,102,40,96,41.7,8,31,25.8,14,14,100.0,10,39,49,22,3,3,12,24,-2
939,HOU,HOU @ SAS,02/01/2018,W,240,102,37,83,44.6,14,42,33.3,14,17,82.4,7,31,38,20,10,7,9,16,11
940,SAS,SAS vs. HOU,02/01/2018,L,240,91,35,83,42.2,6,24,25.0,15,17,88.2,9,37,46,21,7,5,16,12,-11
941,ATL,ATL vs. CHA,01/31/2018,L,240,110,39,77,50.6,12,32,37.5,20,22,90.9,4,25,29,26,5,4,10,16,-13
942,CHA,CHA @ ATL,01/31/2018,W,240,123,46,90,51.1,17,32,53.1,14,18,77.8,12,30,42,29,6,1,12,21,13
943,MEM,MEM @ IND,01/31/2018,L,240,101,39,82,47.6,12,26,46.2,11,15,73.3,14,27,41,20,10,1,18,21,-4
944,IND,IND vs. MEM,01/31/2018,W,240,105,37,70,52.9,10,26,38.5,21,31,67.7,8,25,33,20,16,4,14,15,4
945,POR,POR vs. CHI,01/31/2018,W,240,124,46,82,56.1,15,32,46.9,17,20,85.0,5,43,48,21,3,6,17,19,16
946,CHI,CHI @ POR,01/31/2018,L,240,108,41,99,41.4,13,34,38.2,13,22,59.1,12,24,36,19,10,4,6,16,-16
947,ORL,ORL vs. LAL,01/31/2018,W,240,127,44,81,54.3,18,32,56.3,21,29,72.4,4,31,35,28,13,4,15,23,22
948,LAL,LAL @ ORL,01/31/2018,L,240,105,39,83,47.0,4,20,20.0,23,30,76.7,11,32,43,18,7,1,17,18,-22
949,MIA,MIA @ CLE,01/31/2018,L,240,89,36,83,43.4,3,28,10.7,14,25,56.0,6,46,52,17,8,5,20,25,-2
950,CLE,CLE vs. MIA,01/31/2018,W,240,91,28,80,35.0,6,26,23.1,29,38,76.3,7,38,45,18,9,5,16,20,2
951,PHI,PHI @ BKN,01/31/2018,L,240,108,36,76,47.4,7,18,38.9,29,34,85.3,6,27,33,17,7,5,8,21,-8
952,BKN,BKN vs. PHI,01/31/2018,W,240,116,39,77,50.6,13,32,40.6,25,28,89.3,9,30,39,19,3,9,14,26,8
953,PHX,PHX vs. DAL,01/31/2018,W,240,102,40,83,48.2,11,30,36.7,11,15,73.3,8,39,47,23,9,3,18,29,14
954,DAL,DAL @ PHX,01/31/2018,L,240,88,32,88,36.4,10,36,27.8,14,26,53.8,15,34,49,18,11,4,12,18,-14
955,NYK,NYK @ BOS,01/31/2018,L,240,73,28,87,32.2,3,17,17.6,14,21,66.7,9,35,44,16,4,4,14,17,-30
956,BOS,BOS vs. NYK,01/31/2018,W,240,103,40,83,48.2,11,26,42.3,12,20,60.0,5,44,49,27,8,3,10,22,30
957,SAC,SAC @ NOP,01/30/2018,W,240,114,46,97,47.4,10,26,38.5,12,14,85.7,14,35,49,22,7,1,14,21,11
958,NOP,NOP vs. SAC,01/30/2018,L,240,103,39,77,50.6,9,25,36.0,16,22,72.7,2,34,36,26,7,8,15,18,-11
959,MIN,MIN @ TOR,01/30/2018,L,240,104,42,85,49.4,5,12,41.7,15,24,62.5,10,30,40,21,4,2,8,19,-5
960,TOR,TOR vs. MIN,01/30/2018,W,240,109,39,81,48.1,9,29,31.0,22,26,84.6,9,30,39,28,3,4,9,18,5
961,WAS,WAS vs. OKC,01/30/2018,W,240,102,34,89,38.2,7,25,28.0,27,29,93.1,7,36,43,27,8,7,12,28,6
962,OKC,OKC @ WAS,01/30/2018,L,240,96,30,80,37.5,9,32,28.1,27,34,79.4,14,38,52,19,7,8,21,24,-6
963,GSW,GSW @ UTA,01/30/2018,L,240,99,39,85,45.9,5,25,20.0,16,21,76.2,11,26,37,27,10,7,20,16,-30
964,UTA,UTA vs. GSW,01/30/2018,W,240,129,53,91,58.2,14,28,50.0,9,14,64.3,7,35,42,25,16,3,12,22,30
965,LAC,LAC vs. POR,01/30/2018,L,240,96,35,85,41.2,6,22,27.3,20,26,76.9,9,41,50,22,5,7,13,17,-8
966,POR,POR @ LAC,01/30/2018,W,240,104,36,98,36.7,13,30,43.3,19,22,86.4,18,41,59,21,12,6,13,21,8
967,CLE,CLE @ DET,01/30/2018,L,240,114,38,84,45.2,13,35,37.1,25,32,78.1,7,34,41,24,2,5,15,22,-11
968,DET,DET vs. CLE,01/30/2018,W,240,125,49,93,52.7,9,23,39.1,18,28,64.3,8,39,47,30,12,5,11,27,11
969,HOU,HOU vs. ORL,01/30/2018,W,240,114,39,77,50.6,13,35,37.1,23,28,82.1,8,32,40,17,5,5,12,15,7
970,ORL,ORL @ HOU,01/30/2018,L,240,107,42,83,50.6,15,31,48.4,8,10,80.0,7,26,33,26,6,4,12,22,-7
971,BKN,BKN @ NYK,01/30/2018,L,240,95,36,87,41.4,9,37,24.3,14,16,87.5,11,38,49,15,6,3,18,21,-16
972,NYK,NYK vs. BKN,01/30/2018,W,240,111,39,89,43.8,13,26,50.0,20,25,80.0,12,35,47,22,6,6,11,13,16
973,SAS,SAS vs. DEN,01/30/2018,W,240,106,46,92,50.0,9,24,37.5,5,5,100.0,13,30,43,33,4,9,16,15,2
974,DEN,DEN @ SAS,01/30/2018,L,240,104,40,86,46.5,10,23,43.5,14,14,100.0,10,28,38,22,11,6,14,14,-2
975,PHX,PHX @ MEM,01/29/2018,L,240,109,38,82,46.3,7,23,30.4,26,36,72.2,15,22,37,20,11,2,20,20,-11
976,MEM,MEM vs. PHX,01/29/2018,W,240,120,47,83,56.6,11,22,50.0,15,18,83.3,12,26,38,29,7,9,20,27,11
977,BOS,BOS @ DEN,01/29/2018,W,240,111,43,91,47.3,17,36,47.2,8,10,80.0,10,30,40,28,4,6,11,19,1
978,DEN,DEN vs. BOS,01/29/2018,L,240,110,42,93,45.2,10,33,30.3,16,21,76.2,15,32,47,31,4,3,11,14,-1
979,DAL,DAL vs. MIA,01/29/2018,L,240,88,33,86,38.4,8,29,27.6,14,16,87.5,11,29,40,20,10,3,12,22,-7
980,MIA,MIA @ DAL,01/29/2018,W,240,95,34,75,45.3,12,31,38.7,15,19,78.9,11,30,41,23,9,11,17,19,7
981,PHI,PHI @ MIL,01/29/2018,L,240,95,36,82,43.9,2,26,7.7,21,23,91.3,10,33,43,22,5,4,14,17,-12
982,MIL,MIL vs. PHI,01/29/2018,W,240,107,38,80,47.5,11,28,39.3,20,22,90.9,8,34,42,26,6,8,9,19,12
983,MIN,MIN @ ATL,01/29/2018,L,240,100,39,83,47.0,7,19,36.8,15,18,83.3,7,28,35,24,15,5,14,18,-5
984,ATL,ATL vs. MIN,01/29/2018,W,240,105,39,79,49.4,13,34,38.2,14,16,87.5,8,36,44,27,8,8,21,18,5
985,IND,IND vs. CHA,01/29/2018,W,240,105,45,83,54.2,6,21,28.6,9,11,81.8,6,32,38,28,7,3,13,19,9
986,CHA,CHA @ IND,01/29/2018,L,240,96,37,83,44.6,9,31,29.0,13,20,65.0,11,29,40,18,5,2,16,14,-9
987,NOP,NOP vs. LAC,01/28/2018,L,240,103,38,85,44.7,9,35,25.7,18,25,72.0,7,40,47,23,9,6,15,20,-9
988,LAC,LAC @ NOP,01/28/2018,W,240,112,45,96,46.9,9,28,32.1,13,18,72.2,11,39,50,29,7,4,12,19,9
989,PHI,PHI @ OKC,01/28/2018,L,240,112,38,76,50.0,11,29,37.9,25,31,80.6,12,28,40,19,7,5,18,26,-10
990,OKC,OKC vs. PHI,01/28/2018,W,240,122,45,92,48.9,10,33,30.3,22,30,73.3,17,24,41,21,7,3,11,25,10
991,LAL,LAL @ TOR,01/28/2018,L,240,111,40,91,44.0,8,25,32.0,23,33,69.7,13,31,44,22,9,4,14,21,-12
992,TOR,TOR vs. LAL,01/28/2018,W,240,123,46,92,50.0,12,31,38.7,19,25,76.0,12,41,53,23,4,4,15,23,12
993,HOU,HOU vs. PHX,01/28/2018,W,240,113,32,72,44.4,11,37,29.7,38,49,77.6,5,38,43,17,8,2,13,21,11
