;TEAM;MATCH UP;GAME DATE;W/L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;STL;BLK;TOV;PF;+/-
1438;POR;POR vs. LAL;10/18/2018;W;240;128;44;100;44.0;13;37;35.1;27;29;93.1;14;40;54;21;9;10;17;26;9
1439;LAL;LAL @ POR;10/18/2018;L;240;119;45;93;48.4;7;30;23.3;22;29;75.9;8;38;46;23;10;6;15;26;-9
1440;CHI;CHI @ PHI;10/18/2018;L;240;108;44;101;43.6;11;33;33.3;9;12;75.0;5;34;39;28;4;6;12;23;-19
1441;PHI;PHI vs. CHI;10/18/2018;W;240;127;44;93;47.3;12;36;33.3;27;30;90.0;11;44;55;30;10;8;13;17;19
1442;CLE;CLE @ TOR;10/17/2018;L;240;104;34;85;40.0;7;19;36.8;29;39;74.4;14;35;49;17;4;0;16;25;-12
1443;TOR;TOR vs. CLE;10/17/2018;W;240;116;45;92;48.9;14;33;42.4;12;20;60.0;8;35;43;21;6;7;10;29;12
1444;MIL;MIL @ CHA;10/17/2018;W;240;113;42;85;49.4;14;34;41.2;15;20;75.0;11;46;57;26;5;4;21;25;1
1445;CHA;CHA vs. MIL;10/17/2018;L;240;112;41;92;44.6;16;38;42.1;14;22;63.6;9;32;41;21;8;9;11;19;-1
1446;SAC;SAC vs. UTA;10/17/2018;L;240;117;49;95;51.6;7;19;36.8;12;18;66.7;5;32;37;17;8;3;9;27;-6
1447;UTA;UTA @ SAC;10/17/2018;W;240;123;41;79;51.9;13;27;48.1;28;38;73.7;5;39;44;21;8;4;17;19;6
1448;MEM;MEM @ IND;10/17/2018;L;240;83;25;84;29.8;10;29;34.5;23;28;82.1;7;21;28;16;11;3;10;18;-28
1449;IND;IND vs. MEM;10/17/2018;W;240;111;47;83;56.6;10;26;38.5;7;13;53.8;13;44;57;29;2;7;20;24;28
1450;DEN;DEN @ LAC;10/17/2018;W;240;107;33;87;37.9;8;24;33.3;33;42;78.6;14;42;56;20;6;9;11;22;9
1451;LAC;LAC vs. DEN;10/17/2018;L;240;98;35;88;39.8;8;28;28.6;20;24;83.3;9;38;47;21;3;9;14;32;-9
1452;MIA;MIA @ ORL;10/17/2018;L;240;101;38;97;39.2;9;33;27.3;16;22;72.7;14;38;52;16;4;5;17;28;-3
1453;ORL;ORL vs. MIA;10/17/2018;W;240;104;39;94;41.5;7;25;28.0;19;31;61.3;14;37;51;20;7;7;12;25;3
1454;DET;DET vs. BKN;10/17/2018;W;240;103;39;92;42.4;6;24;25.0;19;22;86.4;14;32;46;21;5;5;17;20;3
1455;BKN;BKN @ DET;10/17/2018;L;240;100;40;82;48.8;5;27;18.5;15;22;68.2;5;34;39;28;9;5;19;23;-3
1456;NOP;NOP @ HOU;10/17/2018;W;240;131;52;98;53.1;10;25;40.0;17;22;77.3;14;40;54;36;8;3;12;25;19
1457;HOU;HOU vs. NOP;10/17/2018;L;240;112;39;92;42.4;16;48;33.3;18;24;75.0;8;29;37;21;8;7;12;22;-19
1458;PHX;PHX vs. DAL;10/17/2018;W;240;121;44;81;54.3;19;34;55.9;14;16;87.5;6;38;44;35;5;2;12;22;21
1459;DAL;DAL @ PHX;10/17/2018;L;240;100;38;88;43.2;10;33;30.3;14;20;70.0;10;28;38;28;7;5;9;16;-21
1460;NYK;NYK vs. ATL;10/17/2018;W;240;126;45;99;45.5;12;33;36.4;24;31;77.4;10;36;46;21;12;6;16;23;19
1461;ATL;ATL @ NYK;10/17/2018;L;240;107;41;90;45.6;10;36;27.8;15;18;83.3;7;38;45;19;7;3;24;30;-19
1462;MIN;MIN @ SAS;10/17/2018;L;240;108;39;91;42.9;6;19;31.6;24;27;88.9;14;32;46;20;9;2;11;27;-4
1463;SAS;SAS vs. MIN;10/17/2018;W;240;112;40;93;43.0;11;25;44.0;21;29;72.4;19;33;52;22;3;4;12;22;4
1464;BOS;BOS vs. PHI;10/16/2018;W;240;105;42;97;43.3;11;37;29.7;10;14;71.4;12;43;55;21;7;5;15;20;18
1465;PHI;PHI @ BOS;10/16/2018;L;240;87;34;87;39.1;5;26;19.2;14;23;60.9;6;41;47;18;8;5;16;20;-18
1466;GSW;GSW vs. OKC;10/16/2018;W;240;108;42;95;44.2;7;26;26.9;17;18;94.4;17;41;58;28;7;7;21;29;8
1467;OKC;OKC @ GSW;10/16/2018;L;240;100;33;91;36.3;10;37;27.0;24;37;64.9;16;29;45;21;12;6;15;21;-8
